LawID,TypeID,TypeDesc,SubTypeID,SubTypeDesc,KnessetNum,Name,PublicationDate,PublicationSeriesID,PublicationSeriesDesc,MagazineNumber,PageNumber,LastUpdatedDate
2001526,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",4,"תיקון טעות בחוק ההגבלים העסקיים, התשי""ט-1959",1/19/1960 0:00,6071,ספר החוקים,299,299,5/18/2016 9:34
2001527,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",12,"תיקון טעות בחוק ההוצאה לפועל (תיקון מס' 9), התש""ן-1990",8/10/1990 0:00,6071,ספר החוקים,1329,1329,9/10/2014 14:27
2001528,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",17,"תיקון טעות בחוק ההוצאה לפועל (תיקון מס' 29), התשס""ט-2008",12/1/2008 0:00,6071,ספר החוקים,2194,2194,9/10/2014 14:27
2001529,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",13,"תיקון טעות בחוק הסדרים במשק המדינה (תיקוני חקיקה להשגת יעדי התקציב), התשנ""ד-1994",5/12/1994 0:00,6071,ספר החוקים,1463,1463,9/10/2014 14:27
2001530,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",15,"תיקון טעות דפוס בחוק ההסדרים במשק מדינת ישראל (תיקוני חקיקה להשגת יעדי התקציב והמדיניות הכלכלית לשנת התקציב 2000), התש""ס-2000",2/4/2000 0:00,6071,ספר החוקים,1726,1726,1/27/2021 22:52
2001531,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",17,"תיקון טעות בחוק הסדרים במשק המדינה (תיקוני חקיקה להשגת יעדי התקציב והמדיניות הכלכלית לשנת הכספים 2006), התשס""ו-2006",7/27/2006 0:00,6071,ספר החוקים,2063,2063,9/10/2014 14:27
2001532,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",17,"תיקון טעות בחוק הסדרים במשק המדינה (תיקוני חקיקה להשגת יעדי התקציב והמדיניות הכלכלית לשנת הכספים 2007), התשס""ז-2007",5/21/2007 0:00,6071,ספר החוקים,2095,2095,9/10/2014 14:27
2001533,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",1,"תיקון טעות בחוק ההתגוננות האזרחית, התשי""א-1951",4/5/1951 0:00,6071,ספר החוקים,72,72,9/10/2014 14:27
2001534,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",7,"תיקון טעות בחוק ההתגוננות האזרחית (תיקון מס' 2), התשכ""ט-1969",12/24/1969 0:00,6071,ספר החוקים,578,578,9/10/2014 14:27
2001535,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",8,"תיקון טעות בחוק החברות הממשלתיות, התשל""ה-1975",12/18/1975 0:00,6071,ספר החוקים,787,787,9/10/2014 14:27
2001536,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",8,"תיקון טעות דפוס בחוק החברות הממשלתיות, התשל""ה-1975",11/6/1975 0:00,6071,ספר החוקים,783,783,1/27/2021 22:53
2001537,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",10,"תיקון טעות בחוק החוזים האחידים, התשמ""ג-1982",3/30/1984 0:00,6071,ספר החוקים,1113,1113,9/10/2014 14:27
2001538,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",17,"תיקון טעות בחוק החולה הנוטה למות, התשס""ו-2005",6/7/2007 0:00,6071,ספר החוקים,2097,2097,9/10/2014 14:27
2001539,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",1,"תיקון טעות בחוק החיילים המשוחררים (החזרה לעבודה), התש""ט-1949",5/8/1949 0:00,6071,ספר החוקים,7,7,9/10/2014 14:27
2001540,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",16,"תיקון טעות בחוק החיילים המשוחררים (החזרה לעבודה) (תיקון מס' 12), התשס""ב-2001",2/17/2003 0:00,6071,ספר החוקים,1886,1886,9/10/2014 14:27
2001541,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",6,"תיקון טעות דפוס בחוק החנינה, התשכ""ז-1967",7/20/1967 0:00,6071,ספר החוקים,503,503,1/27/2021 13:38
2001542,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",9,"תיקון טעות בחוק הטיס (ביטחון בתעופה האזרחית), התשל""ז-1977",12/30/1977 0:00,6071,ספר החוקים,879,879,9/10/2014 14:27
2001543,6002,חוק בן חיצוני,6043,מנדטורי,,"דבר המלך במועצה על הטיס (מושבות, ארצות חסות וארצות מנדט), 1927",12/20/1927 0:00,6074,חוקי ארץ ישראל,ג',ג',7/9/2019 13:24
2001544,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",1,"תיקון טעות בחוק הטיס (תיקון), התש""י-1950",4/7/1950 0:00,6071,ספר החוקים,42,42,7/9/2019 13:24
2001545,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",11,"תיקון טעות בחוק היטל על רכוש (הוראת שעה), התשמ""ה-1985",10/24/1985 0:00,6071,ספר החוקים,1160,1160,9/10/2014 14:27
2001546,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",11,"תיקון טעות בחוק היטל על שירותים מיובאים ונכסי חוץ (הוראת שעה) (תיקון מס' 3 והארכת תוקף), התשמ""ז-1987",6/19/1987 0:00,6071,ספר החוקים,1217,1217,9/10/2014 14:27
2001547,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",16,"תיקון טעות דפוס בחוק הירושה (תיקון מס' 12), התשס""ה-2005",12/8/2005 0:00,6071,ספר החוקים,2038,2038,1/27/2021 22:53
2001548,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",18,"תיקון טעות בחוק הכללת אמצעי זיהוי ביומטריים ונתוני זיהוי ביומטריים במסמכי זיהוי ובמאגר מידע, התש""ע-2009",3/16/2010 0:00,6071,ספר החוקים,2233,2233,9/10/2014 14:27
2001549,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",2,"תיקון טעות בחוק הכניסה לישראל, התשי""ב-1952",12/2/1952 0:00,6071,ספר החוקים,112,112,9/10/2014 14:27
2001550,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",16,"תיקון טעות בחוק המדיניות הכלכלית לשנת הכספים 2004 (תיקוני חקיקה) (תיקון), התשס""ד-2004",12/15/2005 0:00,6071,ספר החוקים,2040,2040,9/10/2014 14:27
2001551,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",18,"תיקון טעות בחוק המדיניות הכלכלית לשנים 2011 ו-2012 (תיקוני חקיקה), התשע""א-2010",11/16/2011 0:00,6071,ספר החוקים,2320,2320,9/10/2014 14:27
2001552,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",8,"תיקון טעות דפוס בחוק המהנדסים והאדריכלים (תיקון מס' 3), התשל""ז-1976",3/18/1977 0:00,6071,ספר החוקים,853,853,1/27/2021 22:53
2001553,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",8,"תיקון טעות בחוק המועצות למוצרי פירות וירקות (ייצור וייצוא), התשל""ג-1973",5/30/1974 0:00,6071,ספר החוקים,733,733,9/10/2014 14:27
2001554,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",8,"תיקון טעות דפוס בחוק המועצות למוצרי פירות וירקות (ייצור וייצוא), התשל""ג-1973",5/30/1974 0:00,6071,ספר החוקים,733,733,1/27/2021 22:54
2001555,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",5,"תיקון טעות בחוק המועצה לענף הלול (ייצור ושיווק), התשכ""ד-1963",1/2/1964 0:00,6071,ספר החוקים,412,412,9/10/2014 14:27
2001556,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",7,"תיקון טעות בחוק המזונות (הבטחת תשלום), התשל""ב-1972",7/20/1972 0:00,6071,ספר החוקים,662,662,9/10/2014 14:27
2001557,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",7,"תיקון טעות בחוק המחאת חיובים, התשכ""ט-1969",7/20/1972 0:00,6071,ספר החוקים,662,662,9/10/2014 14:27
2001558,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",7,"תיקון טעות בחוק המיטלטלין, התשל""א-1971",1/28/1972 0:00,6071,ספר החוקים,646,646,9/10/2014 14:27
2001559,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",9,"תיקון טעות דפוס בחוק המילוות (הוראות שונות) (תיקון מס' 2), התש""ם-1979",10/20/1980 0:00,6071,ספר החוקים,985,985,1/27/2021 22:52
2001560,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",15,"תיקון טעות בחוק המים (תיקון מס' 13), התש""ס-2000",9/6/2001 0:00,6071,ספר החוקים,1808,1808,9/10/2014 14:27
2001561,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",8,"תיקון טעות בחוק המכר (דירות) (הבטחת השקעות רוכשי דירות) (תיקון), התשל""ו-1976",7/7/1976 0:00,6071,ספר החוקים,819,819,9/10/2014 14:27
2001562,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",17,"תיקון טעות בחוק המכר (דירות) (הבטחת השקעות של רוכשי דירות) (תיקון מס' 4), התשס""ח-2008",7/6/2008 0:00,6071,ספר החוקים,2162,2162,9/10/2014 14:27
2001563,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",7,"תיקון טעות בחוק המכר (מכר טובין בין-לאומי), התשל""א-1971",8/5/1971 0:00,6071,ספר החוקים,635,635,9/10/2014 14:27
2001564,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",7,"תיקון טעות בחוק המכר (מכר טובין בין-לאומי), התשל""א-1971",7/19/1973 0:00,6071,ספר החוקים,705,705,9/10/2014 14:27
2001565,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",15,"תיקון טעות בחוק תקופת צינון למשרתים בכוחות הביטחון (תיקוני חקיקה), התשס""א-2001",1/21/2002 0:00,6071,ספר החוקים,1824,1824,9/10/2014 14:27
2001566,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",13,"תיקון טעות בחוק המניות הבנקאיות שבהסדר (הוראת שעה), התשנ""ד-1993",11/21/1993 0:00,6071,ספר החוקים,1440,1440,9/10/2014 14:27
2001567,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",17,"תיקון טעות בחוק המפלגות (תיקון מס' 15), התשס""ט-2008",12/1/2008 0:00,6071,ספר החוקים,2194,2194,9/10/2014 14:27
2001568,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",13,"תיקון טעות בחוק המקרקעין (תיקון מס' 18), התשנ""ה-1995",8/24/1995 0:00,6071,ספר החוקים,1544,1544,9/10/2014 14:27
2001569,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",18,"תיקון טעות בחוק המרכז למורשת יהדות אתיופיה, התשע""ב-2012",11/15/2012 0:00,6071,ספר החוקים,2386,2386,9/10/2014 14:27
2001570,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",6,"תיקון טעות דפוס בחוק המשכון, התשכ""ז-1967",7/6/1967 0:00,6071,ספר החוקים,500,500,1/27/2021 22:54
2001571,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",9,"תיקון טעות דפוס בחוק הנאמנות, התשל""ט-1979",11/1/1979 0:00,6071,ספר החוקים,944,944,1/27/2021 22:54
2001572,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",8,"תיקון טעות דפוס בחוק הנוטריונים, התשל""ו-1976",11/4/1976 0:00,6071,ספר החוקים,829,829,1/27/2021 22:55
2001573,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",8,"תיקון טעות בחוק הנוטריונים, התשל""ו-1976",11/25/1976 0:00,6071,ספר החוקים,830,830,9/10/2014 14:27
2001574,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",11,"תיקון טעות דפוס בחוק הנוער (שפיטה, ענישה ודרכי טיפול) (תיקון מס' 7), התשמ""ה-1985",5/30/1985 0:00,6071,ספר החוקים,1145,1145,1/27/2021 22:55
2001575,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",2,"תיקון טעות בחוק הנכים (תגמולים ושיקום) (תיקון), התשי""ב-1952",9/5/1952 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,9/10/2014 14:27
2001576,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",3,"תיקון טעות בחוק הנכים (תגמולים ושיקום), התשי""ט-1959 [נוסח משולב]",9/27/1959 0:00,6071,ספר החוקים,תוכן עניינים,תוכן עניינים,2/11/2021 9:50
2001577,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",4,"תיקון טעות בחוק הנכים (תגמולים ושיקום) (תיקון), התשכ""א-1961",7/5/1961 0:00,6071,ספר החוקים,349,349,9/10/2014 14:27
2001578,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",2,"תיקון טעות בחוק הנפט, התשי""ב-1952",9/3/1952 0:00,6071,ספר החוקים,110,110,9/10/2014 14:27
2001579,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",9,"תיקון טעות בחוק הסדרים בעקבות ניוד המטבע, התשל""ח-1977",4/7/1978 0:00,6071,ספר החוקים,892,892,9/10/2014 14:27
2001580,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",9,"תיקון טעות דפוס בחוק הסדרים בעקבות ניוד המטבע, התשל""ח-1977",4/7/1978 0:00,6071,ספר החוקים,892,892,1/27/2021 22:55
2001581,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",18,"תיקון טעות בחוק הסדרת הטיפול בחופי הכנרת, התשס""ח-2008",8/10/2009 0:00,6071,ספר החוקים,2162,2162,9/10/2014 14:27
2001582,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",17,"תיקון טעות דפוס בחוק הסדרת מחקרים במחוללי מחלות ביולוגיים, התשס""ט-2008",12/31/2008 0:00,6071,ספר החוקים,2195,2195,1/27/2021 22:56
2001583,6001,תיקון טעות,6051,"תיקון לפי ס' 10א לפשס""מ – אחרי פרסום החוק",14,"תיקון טעות בחוק הסדרת מקומות רחצה (תיקון מס' 2), התשנ""ו-1995",9/10/1996 0:00,6071,ספר החוקים,1600,1600,9/10/2014 14:27
2001584,6001,תיקון טעות,6052,"תיקון לפי ס' 10ב לפסש""מ",14,"תיקון טעות דפוס בחוק הסדרת מקומות רחצה (תיקון מס' 2), התשנ""ו-1995",9/10/1996 0:00,6071,ספר החוקים,1600,1600,1/27/2021 22:56
